ID,interfaceType_ID,process_code,name,runner_ID,breakExecution,createdAt,createdBy,modifiedAt,modifiedBy,config_ID,config_tableName
0070,Q,L,CREATE CREDIT MEMO REQUEST,0022,true,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0080,Q,M,CREATE IC CREDIT MEMO REQUEST,0023,true,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0090,Q,N,CREATE MIRO CREDIT,0024,true,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0100,Q,O,DELETE PARTNER FUNCTION,0025,true,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0110,Q,P,DELETE PARTNER FUNCTION IC,0025,true,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0010,A,1,FILE VALIDATION,0001,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0020,A,3,SALES ORDER CREATE/CHANGE,0004,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0030,A,G,INTERCOMPANY SALES ORDER CREATE/CHANGE,0014,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0040,A,5,PURCHASE ORDER/CHANGE,0015,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0050,A,N,CREATE MIRO CREDIT,0024,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0070,A,9,INTERFACE PROCESS COMPLETE,0008,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0080,A,Z,MANUALLY REJECTED,9999,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0010,G,1,FILE VALIDATION,0001,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0020,G,3,SALES ORDER CREATE/CHANGE,0004,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0030,G,G,INTERCOMPANY SALES ORDER CREATE/CHANGE,0014,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0040,G,5,PURCHASE ORDER/CHANGE,0015,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0050,G,B,MIRO CREATE,0016,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0060,G,9,INTERFACE PROCESS COMPLETE,0008,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0070,G,Z,MANUALLY REJECTED,9999,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0010,O,0,UPLOAD DATA,0001,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0020,O,1,FILE VALIDATION,0001,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0040,O,3,SALES ORDER CREATE/CHANGE,0004,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0045,O,G,INTERCOMPANY SALES ORDER CREATE/CHANGE,0014,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0050,O,5,PURCHASE ORDER/CHANGE,0015,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0057,O,B,MIRO CREATE,0016,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0080,O,9,INTERFACE PROCESS COMPLETE,0019,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0090,O,Z,MANUALLY REJECTED,9999,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
